scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
Bank of India Midcap Tax Fund,0,500,0.21621621621621623,26.0,4,Dhruv Bhatia,2.65,2.58,0.21523563589412525,0.8784219001610306,0.4976958525345622,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.7,26.0,8.9,0.4328560988201602
Mirae Asset Emerging Bluechip Fund,1000,5000,0.2625482625482626,23394.0,10,Neelesh Surana,3.42,3.14,0.20968366688185927,0.8805689747718733,0.46313364055299544,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1,0.4331118694778037
LIC MF Bond Fund,1000,5000,0.08108108108108109,111.0,10,Marzban Irani,0.32,0.23,0.030083925112976116,0.8883521202361783,0.7603686635944701,3,LIC Mutual Fund,2,Debt,Medium to Long Duration Funds,4.4,4.7,6.2,0.433572274674091
Navi Ultra Short Term Fund,500,1000,0.28185328185328185,11.0,10,Surbhi Sharma,2.45,1.07,0.0011620400258231115,0.870907139023081,0.6290322580645161,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,0.4336449356937473
Tata Retirement Savings Fund,150,5000,0.2586872586872587,1259.0,10,Murthy Nagarajan,2.6,0.52,0.1508069722401549,0.8762748255501879,0.5207373271889402,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3,0.433849720998573
DSP G-Sec Fund,500,500,0.20849420849420852,430.0,10,Vikram Chopra,0.93,1.15,0.033311814073595875,0.8717122920021471,0.663594470046083,3,DSP Mutual Fund,4,Debt,Gilt Mutual Funds,4.4,5.9,8.6,0.43387230505620544
HSBC Corporate Bond Fund,500,5000,0.13513513513513511,157.0,2,Ritesh Jain,0.44,0.67,0.028405422853453845,0.8843263553408481,0.7211981566820277,2,HSBC Mutual Fund,2,Debt,Corporate Bond Mutual Funds,1.7,32.4,13.3,0.43410985756992515
SBI Multi Asset Allocation Fund,500,5000,0.33976833976833976,609.0,10,Dinesh Balachandran,2.98,2.18,0.10238863783085861,0.8679549114331723,0.5,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6,0.4341302266864341
Invesco India Smallcap Fund,500,1000,0.30115830115830117,1400.0,4,Taher Badshah,3.38,3.51,0.23214977404777273,0.8770799785292539,0.4193548387096775,6,Invesco Mutual Fund,3,Equity,Small Cap Mutual Funds,3.5,34.6,8.9,0.43454946612027245
IIFL Liquid Fund,1000,5000,0.07722007722007723,601.0,9,Milan Mody,0.19,0.87,0.001549386701097482,0.8722490606548577,0.8018433179723503,3,IIFL Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,3.9,4.8,0.4346951735029703
ICICI Pru India Equity FOF – Direct Growth,100,500,0.33976833976833976,62.0,3,Dharmesh Kakkad,3.95,6.83,0.19754680438992897,0.8776167471819646,0.41705069124423966,6,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,4.9,32.2,8.9,0.434967342849232
Aditya Birla SL Income Fund,1000,5000,0.1891891891891892,1496.0,10,Bhupesh Bameta,0.88,1.69,0.038992898644286636,0.8955984970477724,0.663594470046083,3,Aditya Birla Sun Life Mutual Fund,4,Debt,Medium to Long Duration Funds,3.5,7.1,7.7,0.43524356238174833
HSBC Managed Solutions Moderate Fund,500,5000,0.29343629343629346,58.0,9,Gautam Bhupal,2.81,0.67,0.13737895416397675,0.8749329039184112,0.5092165898617511,5,HSBC Mutual Fund,2,Other,FoFs Domestic,1.2,19.0,8.7,0.43545536964227516
Mahindra Manulife ELSS Fund,500,500,0.28185328185328185,525.0,6,Fatema Pacha,3.64,2.66,0.20581020012911555,0.880300590445518,0.45852534562211983,6,Mahindra Manulife Mutual Fund,3,Equity,ELSS Mutual Funds,2.3,29.3,12.0,0.4355335922713389
Invesco India Multicap Fund,500,1000,0.25096525096525096,2347.0,10,Pranav Gokhale,2.86,2.38,0.2117495158166559,0.879495437466452,0.4815668202764978,6,Invesco Mutual Fund,0,Equity,Multi Cap Funds,1.4,27.0,11.0,0.4360478252717165
Sundaram Large Cap Fund,100,100,0.23166023166023164,2855.0,2,Sudhir Kedia,3.64,-0.51,0.1958683021304067,0.879495437466452,0.511520737327189,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,18.5,8.9,0.4362374421391067
HDFC Equity Savings Fund,100,100,0.42471042471042475,2524.0,10,Anil Bamboli,3.67,4.42,0.0880568108457069,0.8813741277509394,0.44009216589861755,4,HDFC Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,5.1,16.0,8.8,0.4364942842088061
SBI Magnum Midcap Fund,500,5000,0.3745173745173745,8732.0,10,Sohini Andani,3.93,5.5,0.2179470626210458,0.879495437466452,0.3755760368663595,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5,0.4366880078378033
Invesco India Equity & Bond Fund,500,1000,0.29343629343629346,378.0,5,Dhimant Kothari,2.71,1.1,0.13776630083925112,0.8741277509393451,0.5138248847926268,6,Invesco Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,1.5,17.4,8.9,0.4367736641945432
Quantum Dynamic Bond Fund,500,500,0.23552123552123552,85.0,8,Pankaj Pathak,1.05,0.93,0.019367333763718526,0.8773483628556092,0.6589861751152074,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9,0.43688766742692264
ICICI Pru Bond Fund,100,5000,0.23166023166023164,2223.0,10,Manish Banthia,1.2,1.58,0.031245965138799226,0.888888888888889,0.6451612903225807,3,ICICI Prudential Mutual Fund,3,Debt,Medium to Long Duration Funds,5.2,6.9,7.3,0.43705271407430973
AXIS Balanced Advantage Fund,1000,500,0.27027027027027023,2077.0,6,Anupam Tiwari,2.26,-1.23,0.10096836668818593,0.869296833064949,0.5691244239631337,6,Axis Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,1.2,12.4,8.0,0.43740635304154396
HSBC Value Fund,500,5000,0.32432432432432434,7781.0,10,Venugopal Manghat,3.18,6.92,0.2161394448030988,0.8808373590982287,0.42165898617511527,6,HSBC Mutual Fund,3,Equity,Value Funds,6.8,33.0,11.6,0.4377811099540361
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.3745173745173745,141.0,4,Rohit Seksaria,3.95,6.51,0.21768883150419624,0.8754696725711218,0.3824884792626728,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,8.9,0.4378920297984189
Shriram Hybrid Equity Fund,1000,5000,0.25096525096525096,56.0,9,Deepak Ramaraju,2.79,-1.5,0.14680438992898645,0.8768115942028986,0.5437788018433181,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9,0.4379383696171345
ICICI Pru India Opportunities Fund,100,5000,0.28185328185328185,7644.0,4,Sankaran Naren,3.51,9.93,0.2538411878631375,0.8816425120772947,0.4262672811059908,6,ICICI Prudential Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,11.7,44.7,8.9,0.438132304176361
Kotak Flexi Cap Fund,500,5000,0.2625482625482626,35775.0,10,Harsha Upadhyaya,2.7,0.11,0.19302775984506132,0.878690284487386,0.49539170506912444,6,Kotak Mahindra Mutual Fund,3,Equity,Flexi Cap Funds,3.8,25.0,11.7,0.4382495740165455
Quantum Gold Savings Fund,500,500,0.023166023166023165,83.0,12,Chirag Mehta,0.98,-0.98,0.17443511943189152,0.8816425120772947,0.7096774193548387,5,Quantum Mutual Fund,1,Other,FoFs Domestic,14.3,11.7,13.0,0.4386320138713892
ICICI Pru Regular Gold Savings Fund,100,100,0.03474903474903475,671.0,10,Manish Banthia,1.1,-0.21,0.1772756617172369,0.8816425120772947,0.6981566820276498,5,ICICI Prudential Mutual Fund,3,Other,FoFs Domestic,14.3,11.7,13.1,0.4387816811403218
SBI Magnum Income Fund,500,5000,0.30888030888030893,1510.0,10,Dinesh Ahuja,1.56,1.92,0.02685603615235636,0.8829844337090714,0.5944700460829494,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8,0.43887198682486545
Franklin India Overnight Fund,500,5000,0.038610038610038616,152.0,4,Pallab Roy,-0.89,0.49,0.0010329244673983207,0.866076221148685,0.8525345622119817,1,Franklin Templeton Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.8,8.9,0.4388863536626907
Kotak Medium Term Fund,1000,5000,0.22393822393822393,1934.0,9,Deepak Agrawal,0.71,2.04,0.04054228534538412,0.8762748255501879,0.6589861751152074,3,Kotak Mahindra Mutual Fund,4,Debt,Medium Duration Funds,4.0,7.0,6.6,0.4390709449655018
ICICI Pru Nifty Next 50 Index Fund,100,100,0.11583011583011582,2415.0,10,Kayzad Eghlim,1.7,-4.7,0.23034215622982568,0.8813741277509394,0.587557603686636,6,ICICI Prudential Mutual Fund,1,Other,Index Funds,-6.4,22.0,6.1,0.43908517467116404
Kotak India EQ Contra Fund,1000,5000,0.3127413127413128,1440.0,10,Shibani Kurian,3.35,4.24,0.202453195610071,0.8797638217928073,0.44930875576036866,6,Kotak Mahindra Mutual Fund,4,Equity,Contra Funds,7.3,29.7,14.2,0.43954401817451805
Edelweiss Long Term Equity Fund,500,500,0.2664092664092664,209.0,10,Trideep Bhattacharya,3.18,0.61,0.19961265332472564,0.8792270531400966,0.4907834101382489,6,Edelweiss Mutual Fund,3,Equity,ELSS Mutual Funds,0.9,25.6,10.2,0.439585913602992
ITI Overnight Fund,500,5000,0.03088803088803089,26.0,3,Vikrant Mehta,-1.11,0.48,0.0009038089089735317,0.8663446054750403,0.8617511520737328,1,ITI Mutual Fund,1,Debt,Overnight Mutual Funds,5.2,3.8,8.9,0.439742226666379
Nippon India Dynamic Bond Fund,100,5000,0.10810810810810811,3340.0,10,Pranay Sinha,0.46,0.97,0.05177533892834087,0.9087493290391842,0.7281105990783411,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,0.44015390729045134
Nippon India Credit Risk Fund,100,500,0.3861003861003861,927.0,10,Sushil Budhia,3.84,6.08,0.046481601032924466,0.8792270531400966,0.5207373271889402,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,0.44021210556802903
Invesco India Growth Opportunities Fund,100,1000,0.2548262548262548,3665.0,10,Amit Ganatra,2.85,0.23,0.1905745642349903,0.8776167471819646,0.511520737327189,6,Invesco Mutual Fund,3,Equity,Large & Mid Cap Funds,0.8,22.8,11.0,0.4403297753998609
HDFC Balanced Advantage Fund,100,100,0.33976833976833976,51042.0,10,Gopal Agrawal,3.38,7.38,0.1878631375080697,0.878690284487386,0.4423963133640553,6,HDFC Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,14.4,29.3,12.9,0.44036482022579615
DSP Nifty Next 50 Index Fund,500,500,0.12355212355212356,227.0,4,Anil Ghelani,1.68,-4.59,0.22801807617817946,0.881105743424584,0.587557603686636,6,DSP Mutual Fund,2,Other,Index Funds,-6.3,21.8,8.9,0.44038097972348333
HDFC Hybrid Debt Fund,100,100,0.5135135135135136,2695.0,10,Shobhit Mehrotra,3.46,3.73,0.06068431245965139,0.8735909822866345,0.4101382488479263,4,HDFC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,6.0,13.3,8.4,0.4413091276049961
IDBI Nifty Next 50 Index Fund,500,5000,0.12355212355212356,49.0,10,Nisha Sharma,1.71,-4.78,0.22930923176242737,0.8813741277509394,0.5898617511520738,6,IDBI Mutual Fund,1,Other,Index Funds,-6.1,21.8,6.2,0.44144868972444773
DSP Dynamic Asset Allocation Fund,500,500,0.27413127413127414,3770.0,9,Atul Bhole,2.7,-0.92,0.1078114912846998,0.869296833064949,0.5737327188940092,5,DSP Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,1.7,12.2,8.3,0.44146487363518605
Sundaram Large and Mid Cap Fund,100,100,0.277992277992278,4885.0,10,Ravi Gopalakrishnan,3.07,1.94,0.2067140090380891,0.8800322061191627,0.4815668202764978,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7,0.4416530590643737
ICICI Pru Value Discovery Fund,100,1000,0.47104247104247104,27449.0,10,Sankaran Naren,4.4,11.82,0.18515171078114911,0.8765432098765432,0.34101382488479265,6,ICICI Prudential Mutual Fund,4,Equity,Value Funds,8.9,36.9,14.9,0.4416613348966515
ITI Small Cap Fund,500,5000,0.16988416988416988,1015.0,3,Dhimant Shah,2.41,-4.78,0.2706262104583602,0.8805689747718733,0.5184331797235023,6,ITI Mutual Fund,1,Equity,Small Cap Mutual Funds,6.5,29.4,8.9,0.4417713439570579
SBI Gold Fund,500,5000,0.038610038610038616,1265.0,10,Raviprakash Sharma,0.95,-0.94,0.17236927049709488,0.8813741277509394,0.7096774193548387,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4,0.44192287863342294
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.37065637065637064,5068.0,10,Amandeep Chopra,2.47,0.92,0.08766946417043253,0.866881374127751,0.5138248847926268,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2,0.4421051989700391
DSP Small Cap Fund,500,500,0.3474903474903475,8953.0,10,Vinit Sambre,3.38,4.28,0.23757262750161395,0.8781535158346753,0.40092165898617516,6,DSP Mutual Fund,2,Equity,Small Cap Mutual Funds,0.7,38.9,12.5,0.442172944610778
UTI-Nifty Next 50 Index Fund,0,5000,0.1274131274131274,1926.0,5,Sharwan Kumar Goyal,1.71,-4.62,0.23098773402194964,0.8816425120772947,0.587557603686636,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,8.9,0.442195998880219
HDFC Mid-Cap Opportunities Fund,100,100,0.3667953667953668,35009.0,10,Chirag Setalvad,3.64,2.45,0.2142027114267269,0.8800322061191627,0.40322580645161293,6,HDFC Mutual Fund,3,Equity,Mid Cap Mutual Funds,11.9,34.2,13.1,0.4422237027148399
Baroda BNP Paribas Focused Fund,300,5000,0.2586872586872587,299.0,5,Sanjay Chawla,2.96,-1.21,0.18670109748224661,0.8778851315083199,0.5184331797235023,6,Baroda BNP Paribas Mutual Fund,3,Equity,Focused Funds,0.5,23.1,9.9,0.44245406926109104
AXIS Growth Opportunities Fund,1000,500,0.2277992277992278,8053.0,4,Jinesh Gopani,2.64,1.19,0.2198837959974177,0.879495437466452,0.5161290322580645,6,Axis Mutual Fund,3,Equity,Large & Mid Cap Funds,-6.4,26.5,8.9,0.4426585531198711
Franklin India Smaller Companies Fund,500,5000,0.3976833976833977,7308.0,10,R Janakiraman,3.36,7.03,0.22672692059393154,0.8768115942028986,0.37096774193548393,6,Franklin Templeton Mutual Fund,2,Equity,Small Cap Mutual Funds,10.5,38.8,11.2,0.44275522099055725
Motilal Oswal Nifty Next 50 Index Fund,500,500,0.1274131274131274,118.0,3,Swapnil Mayekar,1.67,-4.95,0.228921885087153,0.8813741277509394,0.5921658986175116,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,8.9,0.4430083482605115
Shriram Long Term Equity Fund,500,500,0.23166023166023164,36.0,4,Deepak Ramaraju,2.37,-3.01,0.18231116849580375,0.8773483628556092,0.5483870967741936,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,8.9,0.44347865164238875
Sundaram Small Cap Fund,250,100,0.38996138996138996,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,0.2299548095545513,0.8773483628556092,0.3778801843317973,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,0.44381277774964634
Baroda BNP Paribas India Consumption Fund,300,5000,0.3127413127413128,880.0,5,Shiv Chanani,3.08,2.41,0.17236927049709488,0.8741277509393451,0.4930875576036867,6,Baroda BNP Paribas Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.2,23.3,8.9,0.44402946327857695
Motilal Oswal Liquid Fund,500,500,0.08108108108108109,484.0,4,Rakesh Shetty,-0.39,0.88,0.0010329244673983207,0.8733225979602791,0.8294930875576038,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,8.9,0.4440409472464568
HSBC Gilt Fund,500,5000,0.18532818532818532,231.0,10,Jalpan Shah,0.49,0.51,0.034473854099418985,0.8722490606548577,0.7165898617511521,3,HSBC Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.4,7.1,0.44437728051321823
HSBC Managed Solutions Conservative Fund,500,5000,0.20849420849420852,34.0,9,Gautam Bhupal,0.86,-1.07,0.053970303421562296,0.8682232957595276,0.6843317972350231,3,HSBC Mutual Fund,2,Other,FoFs Domestic,3.2,6.7,5.9,0.44456032630135517
WhiteOak Capital Overnight Fund,500,500,0.08494208494208494,14.0,4,Piyush Baranwal,-0.42,0.93,0.001549386701097482,0.8743961352657005,0.8271889400921659,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3,0.4446587769915855
DSP Tax Saver Fund,500,500,0.3127413127413128,10129.0,10,Rohit Singhania,3.19,2.57,0.20697224015493867,0.880300590445518,0.46313364055299544,6,DSP Mutual Fund,4,Equity,ELSS Mutual Funds,1.8,28.8,13.3,0.4449285984790651
ICICI Pru Multi-Asset Fund,100,5000,0.44401544401544396,16449.0,10,Sankaran Naren,3.99,10.44,0.17301484828921884,0.8768115942028986,0.3847926267281106,6,ICICI Prudential Mutual Fund,4,Hybrid,Multi Asset Allocation Mutual Funds,11.3,31.3,14.2,0.4450576799351786
Templeton India Value Fund,500,5000,0.35135135135135137,845.0,10,Anand Radhakrishnan,3.73,10.68,0.2379599741768883,0.8813741277509394,0.4055299539170507,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3,0.44526164310736305
SBI Equity Hybrid Fund,500,1000,0.305019305019305,54492.0,10,R Srinivasan,2.77,0.1,0.1488702388637831,0.8762748255501879,0.5230414746543779,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8,0.44563979347712296
Union Balanced Advantage Fund,500,1000,0.36293436293436293,1679.0,5,Parijat Agrawal,4.24,1.73,0.12550032278889606,0.8722490606548577,0.4976958525345622,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2,0.445867239322155
Shriram Flexi Cap Fund,1000,5000,0.25096525096525096,60.0,4,Deepak Ramaraju,2.74,-2.52,0.18605551969012266,0.8778851315083199,0.5368663594470047,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,8.9,0.4458921267996088
JM Low Duration Fund,1000,5000,0.1312741312741313,151.0,10,Shalini Tibrewala,12.57,9.03,0.14641704325371205,0.8870101986044016,0.663594470046083,2,JM Financial Mutual Fund,4,Debt,Low Duration Funds,5.1,11.5,5.3,0.44590317436666604
AXIS Gold Fund,1000,5000,0.06563706563706564,290.0,10,Aditya Pagaria,1.07,-0.04,0.17598450613298902,0.881105743424584,0.6981566820276498,5,Axis Mutual Fund,4,Other,FoFs Domestic,14.5,12.0,13.7,0.44607354623572537
Mahindra Manulife Large Cap Fund,500,1000,0.2586872586872587,215.0,4,Abhinav Khandelwal,2.71,-1.04,0.19483537766300837,0.8792270531400966,0.5230414746543779,6,Mahindra Manulife Mutual Fund,4,Equity,Large Cap Mutual Funds,0.3,25.7,8.9,0.4461385121118995
Aditya Birla SL India GenNext Fund,1000,1000,0.3166023166023166,3217.0,10,Chanchal Khandelwal,3.73,3.33,0.1892834086507424,0.8762748255501879,0.4815668202764978,6,Aditya Birla Sun Life Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,4.6,25.0,13.3,0.4461964425062517
Tata Overnight Fund,1000,5000,0.03474903474903475,3236.0,4,Amit Somani,-1.59,0.47,0.0010329244673983207,0.8666129898013957,0.8801843317972351,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4463233873035579
Kotak Gold Fund,1000,5000,0.0694980694980695,1406.0,10,Abhishek Bisen,1.08,-0.32,0.1709489993544222,0.881105743424584,0.7004608294930876,5,Kotak Mahindra Mutual Fund,3,Other,FoFs Domestic,14.2,12.2,13.7,0.44647116474596604
AXIS Equity Saver Fund,1000,500,0.33976833976833976,978.0,8,R Sivakumar,2.39,0.66,0.09360877985797289,0.8862050456253355,0.5368663594470047,4,Axis Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,1.4,12.7,8.8,0.44664519686574666
HDFC Gilt Fund,100,100,0.1776061776061776,1739.0,10,Anil Bamboli,0.43,0.23,0.03240800516462233,0.8722490606548577,0.7327188940092166,3,HDFC Mutual Fund,2,Debt,Gilt Mutual Funds,3.6,4.9,6.4,0.44676902602643653
Aditya Birla SL Gold Fund,100,100,0.05791505791505791,278.0,10,Lovelish Solanki,1.07,-0.57,0.17585539057456423,0.881105743424584,0.7073732718894009,5,Aditya Birla Sun Life Mutual Fund,2,Other,FoFs Domestic,11.8,12.1,13.2,0.4468757423741426
Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.038610038610038616,3378.0,4,Swapnil Mayekar,1.18,0.67,0.2844415752098128,0.880300590445518,0.6336405529953917,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,8.9,0.44691518744268394
Invesco India Gold Fund,500,1000,0.06177606177606178,59.0,10,Krishna Cheemalapati,1.22,0.29,0.18747579083279534,0.8827160493827161,0.6935483870967742,5,Invesco Mutual Fund,4,Other,FoFs Domestic,13.2,11.5,13.2,0.4469206891577898
Canara Robeco Gilt Fund,1000,5000,0.20849420849420852,80.0,10,Kunal Jain,0.55,0.47,0.02905100064557779,0.8698336017176597,0.7119815668202766,3,Canara Robeco Mutual Fund,3,Debt,Gilt Mutual Funds,4.3,5.1,7.0,0.4469474926745615
DSP Strategic Bond Fund,500,500,0.18146718146718147,481.0,10,Vikram Chopra,0.48,0.84,0.03524854744996772,0.8915727321524424,0.7165898617511521,2,DSP Mutual Fund,3,Debt,Dynamic Bond,3.0,5.4,7.3,0.4474704371851214
Tata Equity P/E Fund,150,5000,0.35135135135135137,5119.0,10,Sonam Udasi,3.31,3.51,0.18902517753389284,0.8781535158346753,0.45622119815668205,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0,0.4475911948352508
DSP Equity & Bond Fund,500,500,0.30115830115830117,7358.0,10,Atul Bhole,2.7,0.51,0.1604906391220142,0.8773483628556092,0.5230414746543779,6,DSP Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.6,18.7,10.7,0.4477943500375141
Tata India Tax Savings Fund,500,500,0.29343629343629346,3078.0,8,Tejas Gutka,3.36,0.43,0.2061975468043899,0.880300590445518,0.4907834101382489,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0,0.4482036011907491
PGIM India Low Duration Fund,1000,5000,0.13513513513513511,97.0,10,Puneet Pal,0.05,0.46,0.01497740477727566,0.8623188405797102,0.7949308755760369,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0,0.4484711657668558
WhiteOak Capital Liquid Fund,500,500,0.1003861003861004,197.0,4,Piyush Baranwal,-0.42,0.93,0.001549386701097482,0.8743961352657005,0.8271889400921659,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,8.9,0.44851978085258937
Tata Ethical Fund,150,5000,0.36293436293436293,1501.0,10,Abhinav Sharma,2.75,4.88,0.18347320852162685,0.8749329039184112,0.45852534562211983,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,0.4491460773343156
Sundaram Multi Cap Fund,0,5000,0.305019305019305,143.0,5,Rohit Seksaria,3.46,0.55,0.19909619109102644,0.879495437466452,0.4907834101382489,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,8.9,0.44916298456234793
Sundaram Multi Cap Fund,0,5000,0.305019305019305,84.0,5,Rohit Seksaria,3.45,0.55,0.19935442220787605,0.879495437466452,0.4907834101382489,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,8.9,0.44922754234156037
Invesco India Banking & PSU Debt Fund,1000,1000,0.10810810810810811,131.0,10,Vikas Garg,0.33,4.59,0.04131697869593286,0.9299516908212561,0.7534562211981567,3,Invesco Mutual Fund,1,Debt,Banking and PSU Mutual Funds,2.3,5.8,6.4,0.44938347622470853
HDFC Gold Fund,100,100,0.0694980694980695,1402.0,10,Nirman Morakhia,1.03,-0.5,0.17972885732730792,0.8821792807300054,0.7027649769585254,5,HDFC Mutual Fund,5,Other,FoFs Domestic,14.2,12.3,13.4,0.4495720809399031
IIFL Focused Equity Fund,1000,1000,0.3474903474903475,3416.0,8,Mayur Patel,3.39,3.78,0.20568108457069076,0.879495437466452,0.4516129032258065,6,IIFL Mutual Fund,5,Equity,Focused Funds,4.7,29.2,18.1,0.44967581647629196
UTI-Dynamic Bond Fund,500,500,0.3127413127413128,469.0,10,Sudhir Agrawal,4.4,6.35,0.08379599741768884,0.870101986044015,0.5898617511520738,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11.0,6.3,0.4501132500941756
SBI Large & Midcap Fund,500,5000,0.38223938223938225,9441.0,10,Saurabh Pant,3.24,6.49,0.2036152356358941,0.8789586688137413,0.4262672811059908,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6,0.45013557256336456
Invesco India Dynamic Equity Fund,500,1000,0.3667953667953668,612.0,10,Amit Ganatra,2.84,0.76,0.11530019367333763,0.870907139023081,0.5184331797235023,6,Invesco Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,15.4,7.4,0.450235271838843
ICICI Pru Retirement Fund,100,5000,0.3861003861003861,59.0,4,Lalit Kumar,2.16,2.1,0.025952227243382826,0.8800322061191627,0.5714285714285714,4,ICICI Prudential Mutual Fund,3,Solution Oriented,Retirement Funds,2.0,9.9,8.9,0.45044816598834614
Mahindra Manulife Consumption Fund,500,1000,0.3166023166023166,54.0,4,Abhinav Khandelwal,2.76,0.66,0.179083279535184,0.8757380568974772,0.5046082949308757,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,8.9,0.4504514988931333
Sundaram Services Fund,750,100,0.3590733590733591,2272.0,5,Rohit Seksaria,3.44,4.81,0.21020012911555844,0.8797638217928073,0.4423963133640553,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,8.9,0.4509900304150074
Kotak Bond Fund,1000,5000,0.24324324324324326,1584.0,10,Abhishek Bisen,0.72,1.47,0.037701743060038734,0.8972088030059044,0.6728110599078342,2,Kotak Mahindra Mutual Fund,3,Debt,Medium to Long Duration Funds,4.1,6.4,7.7,0.4515213251493516
Taurus Largecap Equity Fund,1000,5000,0.16988416988416988,30.0,10,Ankit Tikmany,1.64,-5.6,0.21910910264686892,0.8808373590982287,0.5944700460829494,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6,0.4517568037772903
Tata Flexi Cap Fund,150,5000,0.2972972972972973,2096.0,5,Sonam Udasi,2.58,-1.52,0.17572627501613944,0.8762748255501879,0.5276497695852536,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,8.9,0.45180578906397284
